id	content	character	emotions	labels	label24
2369_0021_A_234	A1：我只是想知道为什么我儿子做了这么愚蠢的事。	a1	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0035_A_450	A1:我只是想知道真相。	a1	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0065_A_951	T2：（OS）毛毛发烧了	t2	1,0,0,0,1,0	[1, 0, 0, 0, 1, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2369_0077_A_1180	我是你的兄弟。我不会伤害你的。别哭	n2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0077_A_1170	那孩子吓得哭了。N2放下W2，似乎想安慰孩子。结果，W2脱离N2的手，转向相反的方向	n2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0079_A_1254	M2：如果你想做点什么，至少要等到他康复。好吧，我现在就去找他。	m2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0082_A_1269	鸵鸟在狭窄的空间里来回走动，N2站在窗户旁边，远远地看着站立的O2。	n2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0088_A_1336	他的呼吸变得沉重。	m2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0088_A_1340	拥抱我	o2	1,0,0,0,1,0	[1, 0, 0, 0, 1, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2369_0101_A_1439	a1:t2……	a1	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0103_A_1448	人们聚在一起吃晚饭。那个年轻女孩不停地说话，不停地微笑。	h1	1,1,0,0,0,0	[1, 1, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0107_A_1468	A1走到一个空荡荡的海滩，拿出打火机点燃他儿子的照片。	a1	1,0,0,0,0,1	[1, 0, 0, 0, 0, 1]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
2369_0108_A_1472	小W2半眯起眼睛，看着父亲越来越近。	w2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0110_A_1474	A1和他的儿子茫然地凝视着，T2来到A1和他的儿子面前，三个人静静地看着这梦幻般的奇怪场景。	a1	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0110_A_1475	A1和他的儿子茫然地凝视着，T2来到A1和他的儿子面前，三个人静静地看着这梦幻般的奇怪场景。	t2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0050_A_162	小谷二：不，我要我爸爸陪我。我想要巧克力蛋糕和我爸爸	l2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0050_A_161	爸爸必须工作才能买他最喜欢的巧克力蛋糕	g1	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0071_A_330	你真是太好了。你应该早点出现	p2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0071_A_329	P2w2：妻子，如果你将来有W2，你就不能再忍受这样的罪行了	p2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0077_A_378	在虚拟现实电影中，M2将自己视为英雄，在他心中确定的女主角是古L2，日落海边。M2摸了摸顾L2的头发，慢慢发现他对眼前的人有感觉	m2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0078_A_409	M2：事实上，是的，你真的很有天赋	m2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0079_A_420	顾二：也许没有我们的好。你会画画，你很有才华，很帅。即使你没有奖金，你也是一只潜在的股票	l2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0079_A_421	M2：那是绝对的。事实上，你并没有那么虚荣。如果你到达了物质基础，你就不能在金钱附近留下几条街。	m2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0079_A_423	M2：你的虎牙多可爱啊	m2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0079_A_426	顾二：你的脑袋也很可爱。看看你笑得多好。那些有钱人的眼睛绝对不像你那么纯洁，他们都迷路了	l2	1,0,0,0,0,0	[1, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0083_A_464	顾二：多帅啊	l2	1,2,0,0,0,0	[1, 2, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
