id	content	character	emotions	labels	label24
2388_0094_A_564	M2：我很高兴。那不是我们吗？不要为钱担心。好好享受吧。我肯定我对你不吝啬。我可以给你任何你想要的	m2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0094_A_565	顾L2被感动和拥抱	l2	3,2,0,0,0,0	[3, 2, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0098_A_595	M2：谢谢。过来坐下。非常好。非常好。嘿，提醒我。你得换一下窗户的门锁。将来独自生活时，你必须注意安全。另外，你必须更换燃气热水器。如果你没有通风，很容易在里面洗澡，然后晕倒。你可以给我，你必须改变你的性格，不要那么任性。我以后会很忙的。我肯定我不会像以前那样照顾你了。你知道一些事情，你必须尝试拥有自己的行业，存一点钱，保持独立	m2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0098_A_598	顾二：听我说。你必须好好照顾自己。你的眼睛耷拉着。你必须多微笑。我喜欢看到你微笑。当你拿起照片时，你打开了灯。不要把钱存起来。你以后近视了。你知道，我不喜欢看你戴眼镜	l2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0098_A_596	顾L2走上前去亲吻m2	l2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0098_A_597	顾L2走上前去亲吻m2	m2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0098_A_610	两人分开，痛哭起来	无角色	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2388_0103_A_647	M2：听我说，将来做个好人	m2	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2388_0103_A_648	顾二：好的，靠你自己	l2	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2388_0103_A_651	M2：记住我，老斑鸠。下次见面时不要打人	m2	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2388_0103_A_652	1999年，M2前面的顶部停止，山谷L2逐渐消失	l2	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2388_0103_A_653	1999年，M2前面的顶部停止，山谷L2逐渐消失	m2	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2721_0025_A_272	G2：找到最美的是所有数学家的愿望。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0027_A_298	G2痴迷于书中的公式。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0027_A_300	G2没有说话。他直接走到桌子前，拿起笔开始检查。他身后的人看着他的背笑了。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_433	F1推开车门，I2走过去保护她。	i2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_439	I2将I2盖住并关上门。	i2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_436	I2掩护她：上车。	i2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_464	I2走过去，按住F1:K2。没关系。	i2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_493	G2：我听到一个声音。怎么了？	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_516	I2:我一个人做的。这与她无关。	i2	3,0,0,0,2,0	[3, 0, 0, 0, 2, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
2721_0041_A_518	I2：不要说话。这与你无关。	i2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_522	F1：妈妈没有错。妈妈要救我，否则我们都会被他杀死。	f1	3,0,0,0,0,2	[3, 0, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2721_0041_A_517	F1:不，我先打了他。	f1	3,0,0,0,2,0	[3, 0, 0, 0, 2, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
2721_0046_A_572	G2不敢看她一眼，慢慢地又拿起了橘子。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0046_A_574	G2：从来没有人告诉过我。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0047_A_584	G2在包里发现了一张纸条。G2把它拿出来，看到上面写着：按时吃饭，照顾好你的身体。谢谢你为我们所做的一切。	g2	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0047_A_585	G2盯着纸条，微笑着而不是微笑。	g2	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0064_A_779	M2：单独服用K2对你来说太难了。K2需要一个完整的家，我也是。	m2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0073_A_875	G2：这是我最后一次联系你。	g2	3,0,0,0,0,2	[3, 0, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2721_0080_A_982	我拥抱了他的女儿。	i2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0086_A_1094	G2耳语：她救了我的命。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0087_A_1108	G2盯着卡片看了一会儿，然后盯着系在屋顶上准备悬挂的绳子。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0087_A_1107	G2关上门，走进房间。他看着手中的小礼物。那是一张贺卡。贺卡上写着：谢谢你的爱。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0089_A_1123	G2内心独白：在世界坐标系中拥有这两点对我来说就像一个奇迹。我不希望进入他们的生活，他们也不是像我这样的人可以取悦的对象。有时候，只要一个人活得好，就足以拯救一个人。没有他们，就没有我。所有这些都不是为了承担责任，而是为了报答善意。那个人似乎是个可靠的人。有了他，他们应该有更高的幸福几率。请完全忘记我。最好你不知道真相。如果你不快乐，我所做的一切都是徒劳的。再见，H2，我赢了。	g2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0003_A_14	新郎从父亲手中接过D3的手。摄像机拍到了D3的脸。她带着甜蜜的微笑看着新郎。	d3	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0038_A_498	梁：不要说一个愿望。我会遇到100，1000，10000。说	n2	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2930_0038_A_496	梁振英眼中含着泪水：我不会让你死的！不要离开我，你这个残忍的小东西！	n2	3,0,0,0,2,3	[3, 0, 0, 0, 2, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
2930_0038_A_500	M2闭上眼睛，撅起嘴来。梁振英愣住了。他闭上眼睛，狠狠地吻了他一下。	n2	3,0,1,0,0,2	[3, 0, 1, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0076_A_931	镜子中的O2、Q2和P2包围了她，他们都剃了光头，微笑着看着M2。	p2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0076_A_932	镜子中的O2、Q2和P2包围了她，他们都剃了光头，微笑着看着M2。	o2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0076_A_933	镜子中的O2、Q2和P2包围了她，他们都剃了光头，微笑着看着M2。	q2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0076_A_934	M2激动地说“啊”之后，他感动得说不出话来，眼泪擦过：你	m2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0076_A_935	M2跳起来拥抱了所有人。	m2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0112_A_1201	当电梯门即将关闭时，梁娜犹豫了一下，微笑着向她挥手，转身走开了。M2突然停下了门，O2和P2看着她。她抑制住了冲出去的冲动，不能大声喊叫。有几个人突然涌进电梯，把她挤在后面。她看到电梯门关上的那一刻，便回头看着她。她疯了。	m2	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2930_0124_A_1276	M2在家里收到了Q2的回复：你为我母亲生活得很好！！	q2	3,2,0,0,0,0	[3, 2, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0124_A_1277	他泪流满面地笑了起来。	m2	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0132_A_1375	O2拿着一条脸上有瘀伤的金腰带：这条腰带将送给我的朋友m2。没有她我不会站在这里。她是对的。人们必须有一个梦想。如果它成为现实呢！呵呵。。。M2，我还没告诉你。事实上，你是我心中真正的英雄！谢谢你，不管别人怎么说，你永远不会放弃支持我，谢谢你，谢谢你，谢谢你	o2	3,2,0,0,0,2	[3, 2, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0132_A_1377	他感动得流下了眼泪。	m2	3,0,0,0,0,2	[3, 0, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0134_A_1395	T2：是的，我记得。这些天，我总是想起你的童年。就像你昨天还是个孩子，一夜之间长得这么大。	t2	3,0,0,0,0,2	[3, 0, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0142_A_1464	M2:A3，当你觉得生活艰难时，把我的名字背三遍！我会在天堂给你力量！大多数情况下，这部短片最初是我为我的婚姻拍摄的。现在我把它给你。我希望我在你的记忆中永远都是这样	m2	3,0,0,0,0,2	[3, 0, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0142_A_1465	这部短片记录了M2从童年到童年的经典时刻，与不同的人合影，以及与朋友们经历的各种疯狂和幸福。。。她在照片上给父母和其他朋友写了各种各样的信息，这些信息都是非常详细和贴心的文字。	m2	3,0,0,0,0,0	[3, 0, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0047_A_711	我来了！他脸上露出坚定的微笑，眯起眼睛，盯着空中耀眼的灯光。水箱底部覆盖了它，使一切都变暗了。	q1	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2996_0057_A_786	坦克再次冲向阵地，随后是数十名疯狂的扫射敌人，其中大部分被A1的大爆炸切断。F1、L1和其余士兵与敌人进行了近距离射击。一首深沉的主题曲响起，壮丽而悲伤，伴随着激烈的战斗和温和的慢镜头。在F1的带领下，受伤的士兵一个接一个地前往目的地。	l1	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2996_0057_A_785	坦克再次冲向阵地，随后是数十名疯狂的扫射敌人，其中大部分被A1的大爆炸切断。F1、L1和其余士兵与敌人进行了近距离射击。一首深沉的主题曲响起，壮丽而悲伤，伴随着激烈的战斗和温和的慢镜头。在F1的带领下，受伤的士兵一个接一个地前往目的地。	f1	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2996_0057_A_787	F1连续投掷手榴弹，L1挥舞着一支携带所有子弹的轻型机枪，用枪托击倒敌军；一名士兵被敌方士兵刺死，F1将敌方士兵扔下，并用其头盔的锋利边缘一个接一个地刺伤和砸碎；一名士兵带着一捆冒烟的手榴弹跳出掩体，与敌人一起死亡；F1被压在地上，处于危险之中。L1冲了过来，砸碎了敌人的脑袋。他还拿了几颗子弹，直接倒在地上；老刺猬一拿着燃烧瓶冲出窑外，就被坦克上的机枪击中。F1抢过路，跑到坦克前，爬上去，用机关枪将暴露在炮塔外的敌方枪手的一半拔出，然后将他怀中的手榴弹一个接一个地扔进炮塔。坦克被连续不断的爆炸摧毁。战斗平息后，音乐消失了。	f1	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2996_0057_A_788	F1连续投掷手榴弹，L1挥舞着一支携带所有子弹的轻型机枪，用枪托击倒敌军；一名士兵被敌方士兵刺死，F1将敌方士兵扔下，并用其头盔的锋利边缘一个接一个地刺伤和砸碎；一名士兵带着一捆冒烟的手榴弹跳出掩体，与敌人一起死亡；F1被压在地上，处于危险之中。L1冲了过来，砸碎了敌人的脑袋。他还拿了几颗子弹，直接倒在地上；老刺猬一拿着燃烧瓶冲出窑外，就被坦克上的机枪击中。F1抢过路，跑到坦克前，爬上去，用机关枪将暴露在炮塔外的敌方枪手的一半拔出，然后将他怀中的手榴弹一个接一个地扔进炮塔。坦克被连续不断的爆炸摧毁。战斗平息后，音乐消失了。	l1	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2996_0058_A_790	F1在他的身体里打了好几圈，尽力把留在外面的尸体一个接一个地拖进窑井。他紧咬着窑壁，默默地数着整个公司的人数。	f1	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2996_0100_A_1377	他像个孩子一样天真，抱着什么东西径直走进病房，本能地又忘记了另一个男人。A1站起来，透过门上的玻璃往里看——C1俯身在床头柜前，拿起东西，微笑着与害羞的患者交谈。他充满了怜悯。A1笑了笑，转身离开，膝盖重重地撞在长凳的木角上，沮丧地呻吟着，痛苦地闭上了眼睛。他帮助走廊的墙壁离开。在路上，他差点打翻了墙根上的痰盂。他似乎害怕再碰任何东西，站在那里不敢动。大门已经亮了，响起了悦耳的叫醒声。	c1	3,2,0,0,0,0	[3, 2, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0103_A_1381	这是干部餐厅，不大。窗边摆着十几张桌子。葡萄酒、蔬菜和小吃都很简单。天花板上挂着大量纸花和纸带，花上布满了锦缎。新娘和新郎坐在纸花下的长凳上。男人魁梧、朴实、诚实，而女人美丽、温顺，这似乎是一个很好的搭配。男女士兵围着他们唱歌跳舞。他们没有规矩，但气氛很好。他们非常高兴，C1咧嘴一笑，E1害羞地靠在他身上。通过舞者之间的间隙，你可以看到A1和J1喝得太多以至于忘记了自己。J1穿着炮兵学员制服和长皮靴，与其他士兵相比非常显眼。他喝得酩酊大醉，双臂搂着肩膀哭了起来。A1也喝醉了，把J1拖到桌旁向大家敬酒，脸红了，大声喊叫，放肆地笑了起来。手风琴轰鸣着，歌声继续。	c1	3,3,0,0,0,0	[3, 3, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0103_A_1382	这是干部餐厅，不大。窗边摆着十几张桌子。葡萄酒、蔬菜和小吃都很简单。天花板上挂着大量纸花和纸带，花上布满了锦缎。新娘和新郎坐在纸花下的长凳上。男人魁梧、朴实、诚实，而女人美丽、温顺，这似乎是一个很好的搭配。男女士兵围着他们唱歌跳舞。他们没有规矩，但气氛很好。他们非常高兴，C1咧嘴一笑，E1害羞地靠在他身上。通过舞者之间的间隙，你可以看到A1和J1喝得太多以至于忘记了自己。J1穿着炮兵学员制服和长皮靴，与其他士兵相比非常显眼。他喝得酩酊大醉，双臂搂着肩膀哭了起来。A1也喝醉了，把J1拖到桌旁向大家敬酒，脸红了，大声喊叫，放肆地笑了起来。手风琴轰鸣着，歌声继续。	e1	3,2,0,0,0,0	[3, 2, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0107_A_1460	简朴的石碑上刻着以下文字——中国人民志愿军280师副师长/M1烈士墓/1913-1951。纪念碑前的石座上摆放着鲜花。人们聚集在墓碑周围，看着A1缓慢地工作。他显然不愿意寻求别人的帮助，一切都是他自己做的。他先放了五包香烟和一瓶白酒。然后为死者点燃一支香烟，放在纪念碑的顶部。他让你抽烟，自己点了一根，蹲在石碑旁边，走近碑文，一个接一个地辨认上面的笔迹。当他做这一切的时候，他在喋喋不休地谈论过去。A1静静地听，很少互相打断。	a1	3,0,0,0,0,2	[3, 0, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2996_0107_A_1514	我没有别的意思。即使你真的有果糖，你也必须有我的。。。不要含糊其辞。	a1	3,0,0,2,0,2	[3, 0, 0, 2, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2996_0114_A_1625	A1:。。。不公正的兄弟。。。他们对我们不公平。。。好兄弟。。。我为你感到抱歉。。。我为你感到抱歉！	a1	3,0,0,0,0,3	[3, 0, 0, 0, 0, 3]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2996_0122_A_1682	阳光灿烂。煤山接近底部，推土机齐头并进。周围的人面目全非，变成了黑人。A1跟着推土机前后走，盯着头盔、枪托、子弹盒等军品的残骸，对人们的尖叫声充耳不闻。推土机卡住了。砰地一声踩下油门后，头部几乎向上倾斜。扁平火枪生锈的枪管从地面出现，直视天空。人群再次欢呼并包围了他们，但他们毫无表情地躲开了。他盯着那把巨大的铲子，等待着关键时刻。铁轨在他面前来回滚动，他的眼睛盯着滚动的钢链。	a1	3,0,0,0,0,2	[3, 0, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
