id	content	character	emotions	labels	label24
2369_0072_A_1078	M2看着现场，好像他很愚蠢。	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0082_A_1268	当房间打开时，一只巨大的鸵鸟出现在O2面前，O2惊讶地睁大了眼睛。	o2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0082_A_1279	鸵鸟躲过了M2的围捕，跳了起来，跑过惊呆的O2，离开了房间，N2和M2被赶走了。	o2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0088_A_1329	黑暗的房间里传来一阵声音，接着是惊讶的喊声。	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0031_A_113	他们发现，虽然他们在同一个房间，但对面的窗户有不同的天气。晴朗的天空和猛烈的暴风雨打开了他家的门。1999年，他们一起出去看了顾二的建筑和其他东西。所有这些都像记忆一样令人难以置信	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0032_A_114	顾：这是1999年吗？	l2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0102_A_628	M2回忆起所有的迹象，发现老板G1是顾L2的父亲。M2急忙上前营救G1	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0014_A_59	I2画外音：K2，是你吗？	i2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0018_A_163	J2看了看那边：家里有人吗？	j2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0027_A_296	G2有点惊讶：反驳黎曼猜想？它有用吗？	g2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0040_A_414	H2：今天G2对我说了一些他不该说的话。他说我看起来很年轻，他很羡慕我。	h2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0041_A_422	我正在整理他的衣服，突然他觉得有什么不对劲，就看了看门。	i2	0,0,2,0,1,0	[0, 0, 2, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2721_0049_A_609	I2惊讶地看到这个男人：m2。	i2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0052_A_644	我拿着伞看了看住宅楼。她只是看到G2在楼上盯着自己。她在原地站了一会儿。	i2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0056_A_662	G2：你是故意来的吗？	g2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0059_A_707	H2：除了数学，你还注意其他事情吗？	h2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0059_A_719	H2：你从哪里摔下来的？不好的	h2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0069_A_807	J2的服务员Q2：如果只是为了报复，你怎么能在谋杀发生前报警？	j2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0070_A_827	G2：没有能量？	g2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0075_A_884	H2走进实验室，发现有点不对劲。他转过头，发现定向声波发生器不见了。	h2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0077_A_920	J2简直不敢相信：太简单了，太简单了，不可能这么简单。	j2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0078_A_956	H2：案子结束了吗？	h2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0079_A_974	H2还在发呆，没有说话。	h2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0081_A_986	H2：解决了这么大的一个案子，我很快就要升职了。我怎么会沮丧？	h2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0081_A_999	J2看H2有什么问题：怎么了？	j2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0003_A_23	D3的脸突然变了，新郎低声对D3说：我不认识她	d3	0,0,2,2,0,0	[0, 0, 2, 2, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0004_A_43	M2帮D3拉衣服肩部的线，把袖子拉了一半，D3尖叫起来。	d3	0,0,2,2,0,0	[0, 0, 2, 2, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0004_A_44	M2连忙道歉：对不起，对不起，太难了	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0004_A_51	M2吐出来：啊！对不起，她的头发太相似了。。。我为什么不打个招呼呢。	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0010_A_128	手机不停地响。天花板上的一滴水像炸弹一样落在M2仰着的头上。M2突然睁开眼睛，发现自己坐在马桶上，嘴巴张着，怀里抱着一个水桶。她低头看了看桶，差点吐出来，把它扔到一边。宿醉过后，M2洗了洗脸，抬起头来。Q2出现在她身后的镜子里，吓了她一跳。	m2	0,0,2,0,1,0	[0, 0, 2, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2930_0010_A_130	M2：啊！你什么时候进来的！	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0012_A_161	一阵脚步声之后，M2跑了回来。大家一起看着她。她走到x2面前，伸出手来擦x2的嘴。X2的黑黑痣暴露了。她用手捂住它，得意洋洋地离开了。	x2	0,0,2,0,0,2	[0, 0, 2, 0, 0, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0013_A_175	你的手真的很长。。。我希望你今晚看起来漂亮！	u2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0013_A_184	U2拨了手机，M2没有时间关机，手机响了，M2拿起桌子跑了。	m2	0,0,2,0,0,3	[0, 0, 2, 0, 0, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2930_0014_A_188	U2追上了大门，无法离开桌子。M2打开桌子跑了出去。	u2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_223	M2推开门，突然一盏灯亮了，女朋友们出现了：惊喜！	m2	0,1,2,0,0,0	[0, 1, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_244	M2惊喜：我写了这首歌！你太高了！我喜欢——嘿，如果你今天不加班，你不会杀了你吧？	m2	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0021_A_287	当她听到“古董”的声音时，感到有些不对劲。她推开M2房间的门，发现M2晕倒在地。	q2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0023_A_290	走廊一片狼藉（28天震惊或行尸走肉的开场场景的纹理）。没有人。M2看到墙上满是血，一盏接触不良的荧光灯不规则地闪烁。M2小心翼翼地走在走廊里。突然，走廊尽头的一扇门响了。M2看了看门，发现门上写着几个弯曲的红色字“请勿靠近”，门把手被棒球棒别住了。M2好奇地向前走了两步。突然，一股力量推开了门。然后，20多个恶心的僵尸冲出了门。他们似乎没有找到m2，四处寻找。	m2	0,0,2,0,1,0	[0, 0, 2, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2930_0024_A_296	当P2、Q2和O2看到这个场景时，他们聚集在一起，盯着m2。	p2	0,0,2,0,1,0	[0, 0, 2, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2930_0024_A_297	当P2、Q2和O2看到这个场景时，他们聚集在一起，盯着m2。	o2	0,0,2,0,1,0	[0, 0, 2, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2930_0024_A_298	当P2、Q2和O2看到这个场景时，他们聚集在一起，盯着m2。	q2	0,0,2,0,1,0	[0, 0, 2, 0, 1, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
2930_0025_A_309	M2：我可以坐出租车吗？	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0027_A_358	当V2推出时，M2开始考虑在无意中摆出迷人的姿势。两次尝试后，她半躺在床上，露出半个肩膀看着门。门开了，一个秃头老人盯着她。	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0028_A_366	当她走路时，她周围的人捂住嘴笑了起来。她转身进了厕所，看到镜子时吓了一跳。五颜六色的钢笔把她的脸画成了怪物。	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0031_A_407	梁N2很快吐了出来：S2，我想你差不多准备好了！	n2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0035_A_470	S2不情愿地“谈论它”，并扑到m2上。他痛得尖叫起来。他本能地挥了挥手，准备把S2推开。没想到，S2击中了S2的脸。S2抬起头，脸上流着鼻血。	s2	0,0,2,0,0,2	[0, 0, 2, 0, 0, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0035_A_472	M2很快按响了电话铃。	m2	0,0,2,0,2,0	[0, 0, 2, 0, 2, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
2930_0039_A_502	M2抱住枕头，沉浸在一个美丽的吻中。当他睁开眼睛时，他发现O2、Liang N2、S2和其他N2人在看着他。M2立刻挺直身子，看着枕头上湿漉漉的一块唾液。O2手里的塑料袋啪的一声掉在地上，水果滚了一地。	m2	2,2,2,0,0,0	[2, 2, 2, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0039_A_503	M2抱住枕头，沉浸在一个美丽的吻中。当他睁开眼睛时，他发现O2、Liang N2、S2和其他N2人在看着他。M2立刻挺直身子，看着枕头上湿漉漉的一块唾液。O2手里的塑料袋啪的一声掉在地上，水果滚了一地。	n2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0039_A_504	M2抱住枕头，沉浸在一个美丽的吻中。当他睁开眼睛时，他发现O2、Liang N2、S2和其他N2人在看着他。M2立刻挺直身子，看着枕头上湿漉漉的一块唾液。O2手里的塑料袋啪的一声掉在地上，水果滚了一地。	o2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0039_A_505	M2抱住枕头，沉浸在一个美丽的吻中。当他睁开眼睛时，他发现O2、Liang N2、S2和其他N2人在看着他。M2立刻挺直身子，看着枕头上湿漉漉的一块唾液。O2手里的塑料袋啪的一声掉在地上，水果滚了一地。	s2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0044_A_563	他蒙着脸向前走去：快走。他什么也没看见。	v2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0044_A_564	V2 B被拖走，扭头喊道：啊！这个地方也可以	v2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0044_A_576	M2有点惊讶。	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0045_A_582	S2：真的吗？	s2	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0047_A_614	我惊呆了。	m2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0050_A_695	P2什么也没说。他惊呆了。每个人都跟随P2的视线。M2站在不远处看着他们。	m2	0,0,2,0,0,3	[0, 0, 2, 0, 0, 3]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
2930_0050_A_698	问题2：你为什么在这里？	q2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0049_A_669	梁N2还没说完，O2突然站起来，从梁N2的口袋里掏出钥匙。在梁N2反应之前，P2迅速按下梁N2。	n2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0049_A_674	O2打开抽屉，拿出病历，在P2说话时留在原地。	o2	0,0,2,0,0,2	[0, 0, 2, 0, 0, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0050_A_681	O2和P2无声地相反。Q2正在查看医疗记录。读完后，他不知道该说什么。	q2	0,0,2,0,0,2	[0, 0, 2, 0, 0, 2]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0050_A_700	你饿了，吃了这么多？！	o2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0050_A_704	P2睁大眼睛：2亿！	p2	0,0,2,0,0,0	[0, 0, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0060_A_795	W2突然站在麻将桌旁：你是谁！让我女儿走！	w2	0,0,2,0,2,0	[0, 0, 2, 0, 2, 0]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
