id	content	character	emotions	labels	label24
1460_0017_A_212	来吧，给爸爸一个拥抱。	p2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0017_A_213	D1采取S2取笑。	d1	3,2,0,0,0,0	[3, 2, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0030_A_310	E1很高兴看到P2、P2和D1来到他身边。	e1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0030_A_312	E1:P2，我回来了。	e1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0035_A_384	D1一家走进别墅，D1站在客厅微笑，S2兴奋地在别墅里走来走去。	s2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0035_A_386	S2和他的母亲在房间里用麦克风尽情地唱歌。	s2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0035_A_387	S2和P2在别墅社区的道路上悠闲漫步，快乐拥抱。	p2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0035_A_388	S2和P2在别墅社区的道路上悠闲漫步，快乐拥抱。	s2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1460_0035_A_392	S2愉快地坐在跑车上自拍。S2的朋友也来和她合影。	s2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2369_0078_A_1224	T2憔悴地出现在门口，附近的几个邻居一个接一个地走了出来。T2看着奔跑的毛毛，捂住嘴哭了起来	t2	2,2,0,0,0,0	[2, 2, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0075_A_370	顾L2和M2因为中奖号码再次看到了生命的希望。他们很高兴在两个时间和空间一起玩	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0075_A_369	顾L2和M2因为中奖号码再次看到了生命的希望。他们很高兴在两个时间和空间一起玩	l2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0078_A_380	顾L2：快乐意味着不喝醉	l2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0078_A_400	顾二：我肯定不是。你为什么抓我？谁喝得太多了？这是一件大事。我会把我的包和身份证放在这里，不再喝酒了。如果我没有喝醉，我就不会回来了	l2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0078_A_401	M2：那就喝吧。明天奖品赎回后我就买了	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0083_A_462	顾二：看，就是你。你现在是房地产经纪人了	l2	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0083_A_463	M2：看，这张破照片已经变成了一座建筑物	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0083_A_464	顾二：多帅啊	l2	1,2,0,0,0,0	[1, 2, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2388_0094_A_565	顾L2被感动和拥抱	l2	3,2,0,0,0,0	[3, 2, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0049_A_613	翻译后，F1发现G2在称赞她的美貌，脸上出现了笑容。	f1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2721_0056_A_661	H2笑了：我不知道晚上吃什么。突然我想起了你经常光顾的小吃店。	h2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0005_A_65	M2眼中的世界在旋转。当她听到MJ的歌并拉着客人一起跳舞时，她非常兴奋能和MJ跳舞。当M2在新郎的胯部当众呕吐时，所有的欢乐都结束了。	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0012_A_160	一阵脚步声之后，M2跑了回来。大家一起看着她。她走到x2面前，伸出手来擦x2的嘴。X2的黑黑痣暴露了。她用手捂住它，得意洋洋地离开了。	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_225	噢，你真的很讨厌我	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_244	M2惊喜：我写了这首歌！你太高了！我喜欢——嘿，如果你今天不加班，你不会杀了你吧？	m2	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_257	M2：是的！我认为是这样。如果一切都是这样，我相信情况不会更糟。	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_261	M2突然冲向露台，对着北京没有星星的夜空喊道：走开！x2！滚开！婊子！	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_270	砰的一声，香槟酒开了。O2剧烈摇晃并向m2、Q2和P2喷射。几个人匆匆忙忙。M2抓起一块蛋糕打在O2的脸上。很快，香槟和蛋糕就满天飞	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_271	砰的一声，香槟酒开了。O2剧烈摇晃并向m2、Q2和P2喷射。几个人匆匆忙忙。M2抓起一块蛋糕打在O2的脸上。很快，香槟和蛋糕就满天飞	p2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_272	砰的一声，香槟酒开了。O2剧烈摇晃并向m2、Q2和P2喷射。几个人匆匆忙忙。M2抓起一块蛋糕打在O2的脸上。很快，香槟和蛋糕就满天飞	o2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0018_A_273	砰的一声，香槟酒开了。O2剧烈摇晃并向m2、Q2和P2喷射。几个人匆匆忙忙。M2抓起一块蛋糕打在O2的脸上。很快，香槟和蛋糕就满天飞	q2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0035_A_465	M2：你有人性吗？	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0039_A_502	M2抱住枕头，沉浸在一个美丽的吻中。当他睁开眼睛时，他发现O2、Liang N2、S2和其他N2人在看着他。M2立刻挺直身子，看着枕头上湿漉漉的一块唾液。O2手里的塑料袋啪的一声掉在地上，水果滚了一地。	m2	2,2,2,0,0,0	[2, 2, 2, 0, 0, 0]	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0044_A_566	M2非常高兴：梁N2，我为什么不解释一下？	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0045_A_582	S2：真的吗？	s2	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0048_A_644	梁振英笑道：你是怎么做到的？我觉得一切都能让你快乐。	n2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0048_A_645	M2：我2岁。我上大学时，他们都叫我二姐。不管怎样，不管我快乐与否都是一天，所以我会过得很有风格！	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0047_A_610	S2:很有趣。谢谢你，小熊！	s2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0047_A_620	S2躺在N1的肩膀上，向所有人挥手，灿烂地笑着，消失在角落里。	s2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0048_A_660	M2看着梁N2消失在门后，跪下仰望天空，头撞在栏杆上，割破肚子插入刀子，用枪射中头部，后悔不已，打得很好。她不知道。梁在门口呆了半分钟看她的表演，忍不住笑了起来。	n2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0064_A_852	M2高兴地点了点头。	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0075_A_926	M2在草地上奔跑，在夕阳中被微风轻轻拂过。各种夸张的发型都很乱。男人的手抚摸着她的头发。A3正在屋顶上微笑着揉头发	n2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0080_A_963	M2灵机一动：早点说吧！我要牡蛎、鹅肝、鱼子酱和蜗牛。我也没吃过！	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0080_A_970	S1：好的，我要五个人的所有东西。说实话，我喜欢你。在这个地方我吃不饱！我很高兴为您服务！	s1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0081_A_973	R2嘻嘻直音乐。	r2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0091_A_1025	R2骄傲地笑了。	r2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0094_A_1038	全世界都在下雪。M2、R2和O2互相看着。几个女孩大叫着冲进雪地里打了一场雪仗。	m2	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0094_A_1039	全世界都在下雪。M2、R2和O2互相看着。几个女孩大叫着冲进雪地里打了一场雪仗。	o2	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0094_A_1040	全世界都在下雪。M2、R2和O2互相看着。几个女孩大叫着冲进雪地里打了一场雪仗。	r2	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1258	R2：欢迎回家！	r2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1260	P2举行花球，围绕M2跳起啦啦队：欢迎！玩你的生活，欢迎	p2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1256	P2和R2打开花管，同时发射大炮，彩色纸带飞满了房间。	p2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0118_A_1257	P2和R2打开花管，同时发射大炮，彩色纸带飞满了房间。	r2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0124_A_1275	M2在家里收到了Q2的回复：你为我母亲生活得很好！！	m2	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0124_A_1276	M2在家里收到了Q2的回复：你为我母亲生活得很好！！	q2	3,2,0,0,0,0	[3, 2, 0, 0, 0, 0]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1345	梁振英愣住了，笑了：怎么了！	n2	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1353	M2潇潇：你还记得我告诉你的阿欢吗？	m2	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1324	梁N2看着m2，m2睡着了。他很容易地把图画书翻过来。里面的漫画既可爱又真实。没想到，还有他可爱又可爱的照片。M2的一些YY写给他：生命短暂，playmore！有些人写道：什么都不可能！一些人写道：justdoit！他忍不住笑了。M2翻了几页，画了几幅关于他的草图。它们准确而生动。当他不知道的时候，他们被画了草图。	n2	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0130_A_1351	M2：为了我的死，你必须说一些我喜欢听的话。呵呵。。。非常感谢。（咳嗽了几次）	m2	0,2,0,0,0,2	[0, 2, 0, 0, 0, 2]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2930_0132_A_1372	P2突然冲了进来，拿出他的iPad，打开一个M2:O2的页面，在第三局将他的对手击倒！看	p2	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0132_A_1373	我挺直了身子。	m2	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2930_0132_A_1375	O2拿着一条脸上有瘀伤的金腰带：这条腰带将送给我的朋友m2。没有她我不会站在这里。她是对的。人们必须有一个梦想。如果它成为现实呢！呵呵。。。M2，我还没告诉你。事实上，你是我心中真正的英雄！谢谢你，不管别人怎么说，你永远不会放弃支持我，谢谢你，谢谢你，谢谢你	o2	3,2,0,0,0,2	[3, 2, 0, 0, 0, 2]	[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2996_0023_A_377	A1转头微笑。	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0023_A_378	A1:让第九连的人脱下棉裤，系好裤腿！	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0023_A_380	你不是大声说你饿了吗？来吃这条小鱼吧！	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0026_A_397	镜头对准A1。他躺在草地上，均匀地呼吸着，睡得又香又舒服，仿佛他是来这里玩的。他甚至在梦中咯咯地笑着，大声地拍着嘴唇。一只手伸过去轻轻地推他。起初，我不能清醒地醒来。突然，我兴奋起来，睁大了惊恐的眼睛。一个有着眼睛的年轻士兵温柔而忧郁地看着他。他的名字是F1（25岁）。他又瘦又爱读书。	a1	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0049_A_740	L1（兴奋地）：你吹喇叭了吗？你是不是搞砸了？	l1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0069_A_917	他疯狂地咯咯叫着。C1把蛋糕放在口袋里，从角落里拿起一支步枪，用推进器把它装上子弹。A1突然停止了笑，站起来后退了一步。	a1	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0071_A_948	A1（试图克制）：老师是瘸子，不是吗？	a1	0,2,2,0,0,0	[0, 2, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0071_A_950	他走路像这样	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0071_A_952	A1:139团团长也好不到哪里去。他走路像这样	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0071_A_954	A1:。。。告诉我第28师现在在哪里？	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0071_A_959	告诉大煎饼你抓到狗了。。。等等我！	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0080_A_1083	观察镜中的场景——A1从雪岭边缘返回，巨石挡住了他的视线，他看不到自己的救援行动，但他看到右侧两名躺着的士兵站起来向左移动，沿着新打开的安全通道迅速离开雷区，在雪岭下转弯。C1兴奋地操纵着观察镜，突然屏住呼吸，专注于它。观察镜捕捉到可疑情况，并聚焦在雷区上方的山坡上。	c1	0,2,1,0,0,0	[0, 2, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0083_A_1117	J1：老古	j1	2,2,0,0,0,2	[2, 2, 0, 0, 0, 2]	[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
2996_0099_A_1284	C1:嗨！老小米！你回来的时候不打招呼！真正地雨下得这么大	c1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0099_A_1291	C1戳了A1的后背，不自然地笑了。A1喜出望外。	a1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2996_0100_A_1371	他激动得说不出话来。卫生工作者悄悄地来了。	c1	0,2,0,0,0,0	[0, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
